sun_alt,sun_az,sat_alt,sat_az,phase_angle,calculated_mag
-10.869573604239244,180.0,26.081500746942247,321.7684979806686,39.12457988627886,6.594372299043485
-13.796596356317645,180.0,34.67480652165742,311.5747368055334,48.26658627011456,6.326228287334952
-16.72361910840256,180.0,41.81087447212285,300.63269165366944,56.251011404111416,6.267577071369851
-11.987596809686911,180.0,48.09404227378292,300.6335266913405,60.82442523353869,6.1985380909271335
-19.65064186048421,180.0,47.258507268969744,288.0902906979136,63.54815824282269,6.391327199669555
-14.914619561768568,180.0,54.19260454811764,287.3556596196835,67.8286743046241,6.3696373256981085
-22.577664612565872,180.0,50.66653241596215,273.7593417098203,70.40706920274884,6.687963421554231
-10.17859726305292,180.0,61.59235425390742,289.1842455662798,71.98238879772943,6.405142455871779
-17.841642313850226,180.0,58.01365939141381,270.84058671557614,74.49828217334561,6.754571689565539
-13.10562001513458,180.0,65.92380643905334,268.87203571797164,78.50986570346578,6.849484321497732
-20.768665065931884,180.0,58.97447141235665,252.2766303260308,80.95807421248233,6.462630026707261
-16.032642767222747,180.0,66.55486237285452,244.5549367955604,84.88879476951375,6.509077842828899
-23.695687818007023,180.0,56.955848264768,234.5175865679016,87.30340735697595,6.177068306062495
-11.296620468500592,180.0,74.00453595775565,231.75269844206625,88.79549549492164,6.741903448111872
-18.959665519297893,180.0,63.33825593149808,222.80037746390587,91.20450450507836,6.15719874325484
-14.22364322058876,180.0,68.65643222804991,205.683979257094,95.11120523048623,6.330025122208982
-21.88668827137304,180.0,57.38592455296058,207.12446003278237,97.53496093650782,5.745006827336976
-17.15066597266391,180.0,60.81806354796663,191.4339157755157,101.49013429653424,5.887941624126139
-24.813711023461213,180.0,49.8064941263309,196.4489363044852,103.95981099955036,5.29232057362594
-12.414643673954776,180.0,61.9169663832051,173.67098015160508,105.5017178266544,6.341193572992591
-20.077688724752072,180.0,51.85112314214534,183.17243223379057,108.0176112022706,5.444544300626638
-27.740733775536352,180.0,41.193908869767945,188.93475034612493,110.56999209210358,4.451844393052317
-15.341666426029915,180.0,51.8947242703164,169.72030886060006,112.1713256953759,5.990182734189844
-23.004711476827215,180.0,42.16570914047923,177.8035660467702,114.79793843968687,4.774133663083554
-10.605644127320785,180.0,49.87045047231495,157.70930321684534,116.45184175717732,6.886301185465731
-18.268689178118088,180.0,41.401372015661416,167.2763252477908,119.17557476646132,5.750919468854583
-25.931734228915385,180.0,31.808435621048684,173.9689342282722,121.9736725438196,4.09314431996277
-13.532666879395926,180.0,38.94642717162574,158.3185537201223,123.7489885958886,6.857693214399988
